ID                                       NAME
216d7a01-e4be-4290-9d2a-f7e7af896545     SSE_Full_Script_Support
eea37ccc-a77d-43d3-937f-cc7ebb690c92     Iris Clusters_Finished_Exercise
642d4adf-f011-4919-8130-7b119db92806     NYC Taxi Routes
62cf49f0-af73-4192-820d-b562351525eb     QGA ArcGIS Basemaps
79015eb6-3b83-4e89-880e-4dfbd817f072     Sample App scikit-learn - Predict
004809cc-a0d6-4945-b389-e1a3d3584d57     Financetoolkit
264ac822-184f-4d0b-a2bf-5dce1c45db2f     SSE Column Operations
761b767c-49f6-4684-aa67-22df0702d14f     Sample App scikit-learn - K-fold CV + Grid Search
62121814-d89a-486a-8357-6d864526a503     R_BasicExample
c73aa762-34d7-4c65-a1f1-29ce4e599617     FindTheNeighbor
247f08a3-0ed6-495d-b28e-0c6c4dea3e7c     R_DecisionTreeTitanic
82b7b6a0-e034-4c1b-88a1-223253a0f80c     R_TimeSeriesAnalysis
b237785f-84db-489a-be55-dcdfc638ae8d     Sample App scikit-learn - Parameter Tuning
99d05125-e00e-4e4c-a0a4-a7c0e5e59552     Churn Predictions
